 Togm_CGC Vogm_CGC Togm_icm Vogm_icm Togm_kl Vogm_kl Togm_lf1 Vogm_lf1 Togm_mcfusion_HC_BASE Vogm_mcfusion_HC_BASE Togm_mcfusion_HC_BASE_CGCF Vogm_mcfusion_HC_BASE_CGCF Togm_mcfusion_HC_CGC Vogm_mcfusion_HC_CGC Togm_mcfusion_HC_CGC_CGCF Vogm_mcfusion_HC_CGC_CGCF Togm_mcfusion_HC_MC Vogm_mcfusion_HC_MC Togm_mcfusion_HC_MC_CGCF Vogm_mcfusion_HC_MC_CGCF Togm_mcfusion_WS_BASE Vogm_mcfusion_WS_BASE Togm_mcfusion_WS_BASE_CGCF Vogm_mcfusion_WS_BASE_CGCF Togm_mcfusion_WS_CGC Vogm_mcfusion_WS_CGC Togm_mcfusion_WS_CGC_CGCF Vogm_mcfusion_WS_CGC_CGCF Togm_mcfusion_WS_MC Vogm_mcfusion_WS_MC Togm_mcfusion_WS_MC_CGCF Vogm_mcfusion_WS_MC_CGCF TMC_CC VMC_CC TMC_CCFDB VMC_CCFDB TMC_CCFDB_OWC VMC_CCFDB_OWC TMC_CCFDB_CCIFD VMC_CCFDB_CCIFD TMC_CCI VMC_CCI TMC_CCIFD VMC_CCIFD 
 4.7658 35.4969 318.4713 3472.7500 51.1681 2577.6670 113.8365 3479.8107 2.2131 8692.4663 2.2119 2235.3197 16.8384 0.0001 16.9484 0.0001 13.2050 0.0001 13.1489 0.0001 0.7672 44483.5261 1.8176 20.0643 37.5299 4.6529 38.0783 0.7842 27.0272 3.7122 27.0820 0.0001 98.7694 0.0001 1.8054 0.0001 1.8100 0.0001 1.7985 0.0001 14.2500 0.0001 11.3803 0.0001 
 3600.4889 56186.2623 3600.4093 405586.5985 4529.7559 53723.0246 3602.0269 274809.3844 53.7362 167673.7321 79.3360 112884.0125 2570.7624 1.2939 2566.9280 0.0001 2329.8149 14.4885 2331.6753 2.9146 14.3597 625163.5218 12174.3619 504.4197 3638.6708 425.6979 4929.9383 55.3759 65653.9606 28175.2958 68532.4424 537.5484 NaN 0.0001 NaN 0.0001 NaN 0.0001 NaN 0.0001 3599.2694 1158.5322 8391.3276 474686.1730 
