      time        CGC         HC     HC-CGC    ogm-ICM     ogm-KL   ogm-LF-1 DYNCC-HC-B DYNCC-HC-B-CGC DYNCC-HC-CGC DYNCC-HC-CGC-CGC DYNCC-HC-MC DYNCC-HC-MC-CGC DYNCC-WS-B DYNCC-WS-B-CGC DYNCC-WS-CGC DYNCC-WS-CGC-CGC DYNCC-WS-MC DYNCC-WS-MC-CGC     MCR-CC  MCR-CCFDB MCR-CCFDB-OWC MCI-CCFDB-CCIFD    MCI-CCI  MCI-CCIFD 
         1        0.0000   -67700.0121   -74452.4970        0.0000    -4892.3590        0.0000   -58581.9081   -58783.3384   -63567.9572   -64572.9007   -54707.6898   -54707.6898    -3492.2854        0.0000     -326.2225     -326.2225     -326.2225     -326.2225    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590 
         2        0.0000   -67700.0121   -74453.0523        0.0000    -4892.3590        0.0000   -59162.9249   -59162.9249   -73624.1060   -73773.5174   -61781.0554   -58930.1557    -3492.2854        0.0000     -326.2225     -326.2225     -326.2225     -326.2225    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590 
         4        0.0000   -67700.0121   -74453.0523        0.0000    -4892.3590        0.0000   -59732.3023   -59732.3023   -77303.6518   -77299.9640   -74524.2810   -74286.1767    -3492.2854        0.0000     -326.2225     -326.2225     -326.2225     -326.2225    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590 
         8        0.0000   -67700.0121   -74453.0523        0.0000    -4892.3590        0.0000   -60063.8968   -60122.4884   -78175.7341   -78173.5703   -77571.7877   -77597.6229    -3492.2854        0.0000    -9177.0734    -9177.0734     -326.2225     -326.2225    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590 
        16    -9864.2459   -67700.0121   -74453.0523        0.0000    -4892.3590        0.0000   -60536.3530   -65785.8394   -78301.3640   -78301.0971   -78127.8530   -78123.7586    -3492.2854        0.0000   -45937.8758   -38399.5175   -10862.6781   -10862.6781    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590 
        32   -62515.9302   -67700.0121   -74453.0523        0.0000    -4892.3590        0.0000   -60536.3530   -67554.8175   -78387.8315   -78387.7585   -78280.4284   -78281.9219    -3492.2854        0.0000   -77906.8123   -77822.2557   -66648.0006   -66657.6094    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -12426.0228    -7658.4036 
        64   -77525.1231   -67700.0121   -74453.0523        0.0000   -72145.2289        0.0000   -60536.3530   -67554.8175   -78416.3737   -78418.7145   -78379.9066   -78380.6113    -3492.2854        0.0000   -78285.4911   -78277.9570   -78000.5573   -77986.2366    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -26263.3954   -19495.4711 
       128   -78233.7970   -67700.0121   -74453.0523        0.0000   -73124.5040        0.0000   -60536.3530   -67554.8175   -78418.5125   -78420.7798   -78394.0473   -78398.3576    -3492.2854   -40770.7076   -78360.9983   -78350.4560   -78341.8049   -78343.0119    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -44688.4928   -37026.8573 
       256   -78234.0999   -67700.0121   -74453.0523        0.0000   -73188.8217        0.0000   -60536.3530   -67554.8175   -78418.5125   -78420.7798   -78414.3978   -78418.7081    -3492.2854   -78360.1326   -78404.2782   -78405.8610   -78419.0549   -78419.2792   -10735.1076   -10553.3421   -10553.3421   -10553.3421   -71915.5117   -73198.0039 
       512   -78234.0999   -67700.0121   -74453.0523        0.0000   -73188.8217   -72479.5966   -60536.3530   -67554.8175   -78418.5125   -78420.7798   -78414.3978   -78418.7081    -3492.2854   -78360.1326   -78419.2695   -78436.1876   -78446.0266   -78447.7254   -22105.5037   -20408.5738   -19221.7398   -20408.7526   -78204.9727   -78390.5624 
      1024   -78234.0999   -67700.0121   -74453.0523   -72464.5367   -73188.8217   -72479.5966   -60536.3530   -67554.8175   -78418.5125   -78420.7798   -78414.3978   -78418.7081    -3492.2854   -78360.1326   -78423.0411   -78444.9934   -78449.6391   -78452.3789   -43198.4798   -38565.7720   -39026.3265   -40161.0275   -78324.7946   -78412.2700 
      2048   -78234.0999   -67700.0121   -74453.0523   -72464.5367   -73188.8217   -72479.5966   -60536.3530   -67554.8175   -78418.5125   -78420.7798   -78414.3978   -78418.7081    -3492.2854   -78360.1326   -78423.0411   -78444.9934   -78449.6391   -78452.3789   -61048.7034   -67607.9021   -68063.6673   -69498.3292   -78378.8332   -78412.2700 
      4096   -78234.0999   -67700.0121   -74453.0523   -72464.5367   -73188.8217   -72479.5966   -60536.3530   -67554.8175   -78418.5125   -78420.7798   -78414.3978   -78418.7081    -3492.2854   -78360.1326   -78423.0411   -78444.9934   -78449.6391   -78452.3789   -69408.9958   -78071.7726   -77872.6989   -77903.1167   -78378.8332   -78422.6669 
