      time        CGC         HC     HC-CGC     ogm-KL DYNCC-HC-CGC DYNCC-HC-MC DYNCC-WS-CGC DYNCC-WS-MC  MCR-CCFDB  MCI-CCIFD ogm-mcfusion2-HC-CGC* ogm-mcfusion2-HC-MC* ogm-mcfusion2-WS-CGC* ogm-mcfusion2-WS-MC* 
     0.125        0.0000   -24120.1584   -26093.2848    -1989.9847   -25044.8907   -19657.9415   -23425.2724    -1989.9847    -1989.9847    -1989.9847   -25151.8802   -22117.9067   -23028.6416   -13637.9880 
      0.25        0.0000   -24120.1584   -26131.6917    -1989.9847   -26276.6294   -23512.5417   -25228.9558   -15570.9388    -1989.9847    -1989.9847   -26446.3156   -23433.8325   -25145.0574   -18403.7312 
       0.5        0.0000   -24120.1584   -26307.0256    -1989.9847   -26462.1395   -26495.9231   -25667.9190   -19984.3701    -1989.9847    -1989.9847   -26810.7733   -26157.9057   -26009.3882   -20678.0564 
         1    -5308.2416   -24120.1584   -26678.9847    -1989.9847   -26603.7713   -27065.2897   -26039.0312   -24597.6298    -1989.9847    -1989.9847   -26936.9323   -26982.0803   -26346.2686   -24444.2778 
         2   -21469.2559   -24120.1584   -27085.4398    -1989.9847   -26829.9236   -27181.7524   -26191.4330   -26786.4848    -1989.9847    -8599.6268   -27082.9494   -27167.2560   -26461.1535   -26795.4497 
         4   -22716.1810   -24120.1584   -27249.5494   -16967.1286   -26910.8759   -27221.2534   -26332.9304   -27185.9102    -1989.9847   -16175.9337   -27107.5320   -27219.1509   -26603.3135   -27173.5768 
         8   -26948.7288   -24120.1584   -27259.3919   -25511.3502   -26986.7076   -27247.3217   -26410.0355   -27257.8572    -2297.8079   -23092.4452   -27138.2948   -27272.7210   -26699.1804   -27247.2940 
        16   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27283.5749   -26438.7260   -27278.8996    -5141.1091   -27216.0937   -27142.2414   -27289.7095   -26721.1241   -27260.0469 
        32   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27289.7095   -26441.8277   -27279.9651   -11794.2740   -27290.3561   -27142.2414   -27289.7095   -26726.9738   -27280.5812 
        64   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27289.8455   -26441.8277   -27280.2671   -21353.4811   -27290.3851   -27142.2414   -27289.7095   -26726.9738   -27280.8615 
       128   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27289.8455   -26441.8277   -27280.2671   -27022.9721   -27290.3851   -27142.2414   -27289.7095   -26726.9738   -27280.8615 
       256   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27289.8455   -26441.8277   -27280.2671   -27231.6440   -27302.7820   -27142.2414   -27289.7095   -26726.9738   -27280.8615 
       512   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27289.8455   -26441.8277   -27280.2671   -27289.6326   -27302.7820   -27142.2414   -27289.7095   -26726.9738   -27280.8615 
      1024   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27289.8455   -26441.8277   -27280.2671   -27289.6326   -27302.7820   -27142.2414   -27289.7095   -26726.9738   -27280.8615 
      2048   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27289.8455   -26441.8277   -27280.2671   -27289.6326   -27302.7820   -27142.2414   -27289.7095   -26726.9738   -27280.8615 
      4096   -26949.1019   -24120.1584   -27259.3919   -25556.9330   -27035.1812   -27289.8455   -26441.8277   -27280.2671   -27289.6326   -27302.7820   -27142.2414   -27289.7095   -26726.9738   -27280.8615 
