      time        CGC         HC     HC-CGC     ogm-KL DYNCC-HC-CGC DYNCC-HC-MC DYNCC-WS-CGC DYNCC-WS-MC  MCR-CCFDB  MCI-CCIFD ogm-mcfusion2-HC-CGC* ogm-mcfusion2-HC-MC* ogm-mcfusion2-WS-CGC* ogm-mcfusion2-WS-MC* 
     0.125    -4566.4119    -3913.5991    -4566.6579    -4428.4315    -4551.4190    -4544.4076    -4542.6975    -4151.4886    -2100.1733    -3396.1940    -4555.8206    -4545.6008    -4562.6839    -4462.5629 
      0.25    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4554.4569    -4556.6583    -4547.4726    -4528.3269    -3202.9608    -4084.3030    -4558.3469    -4555.6861    -4565.5773    -4538.2070 
       0.5    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4557.7008    -4558.9768    -4548.3846    -4549.1232    -4165.5403    -4487.8345    -4559.1694    -4558.7559    -4568.5354    -4554.1409 
         1    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.1854    -4544.4952    -4571.6880    -4559.7859    -4559.8397    -4568.6582    -4570.8923 
         2    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.3058    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
         4    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
         8    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
        16    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
        32    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
        64    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
       128    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
       256    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
       512    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
      1024    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
      2048    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
      4096    -4566.4119    -3913.5991    -4566.6579    -4431.6652    -4558.7980    -4559.9605    -4548.3846    -4559.9605    -4568.9447    -4571.6880    -4559.7859    -4559.9605    -4568.6582    -4570.9556 
