      time        CGC         HC     HC-CGC    ogm-ICM     ogm-KL   ogm-LF-1 DYNCC-HC-B DYNCC-HC-B-CGC DYNCC-HC-CGC DYNCC-HC-CGC-CGC DYNCC-HC-MC DYNCC-HC-MC-CGC DYNCC-WS-B DYNCC-WS-B-CGC DYNCC-WS-CGC DYNCC-WS-CGC-CGC DYNCC-WS-MC DYNCC-WS-MC-CGC     MCR-CC  MCR-CCFDB MCR-CCFDB-OWC MCI-CCFDB-CCIFD    MCI-CCI  MCI-CCIFD ogm-mcfusiondc-HC-MC-CGCF* ogm-mcfusiondc-WS-MC-CGCF* 
     0.125        0.0000   -24120.1584   -26093.2042        0.0000    -1989.9847        0.0000   -20742.8108   -19733.2885   -25239.0802   -25239.0802   -19369.4380   -16796.9290    -5878.3313    -5878.3313   -22067.4037   -22067.4037    -3152.6872    -3152.6872    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -1989.9847   -22454.4532        0.0000 
      0.25        0.0000   -24120.1584   -26129.6115        0.0000    -1989.9847     -215.5979   -20884.7115   -20884.7115   -26099.9753   -26099.9753   -23267.2020   -23267.2020    -5918.0723    -5918.0723   -24794.3185   -24794.3185   -11710.2239   -11710.2239    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -1989.9847   -24915.4437    -8568.0156 
       0.5        0.0000   -24120.1584   -26302.5242        0.0000    -1989.9847     -913.1509   -21129.9974   -21129.9974   -26477.9364   -26474.6340   -26489.0775   -26489.0775    -6000.3016    -6000.3016   -25801.8776   -25801.8776   -16707.4036   -16707.4036    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -1989.9847   -26830.0005   -17156.5967 
         1    -4840.5517   -24120.1584   -26645.7905        0.0000    -1989.9847    -2034.7106   -21181.4483   -21181.4483   -26719.4621   -26719.4621   -27071.8334   -27065.2478    -6023.3936    -7339.3112   -25953.8450   -25953.8450   -24350.4583   -24350.4583    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -1989.9847   -27113.8976   -23271.1057 
         2   -15223.1358   -24120.1584   -27138.3380     -122.6604    -1989.9847    -4284.5642   -21325.1272   -21325.1272   -26817.5790   -26817.5790   -27186.4603   -27178.0581    -6023.3936   -20869.4037   -26115.1127   -26115.1127   -26749.7903   -26749.7903    -1989.9847    -1989.9847    -1989.9847    -1989.9847    -9391.1722    -8599.6268   -27201.9956   -26443.2872 
         4   -22784.0561   -24120.1584   -27249.5494     -283.5771   -20216.8239    -8501.3334   -21609.1238   -22251.2985   -26893.0916   -26886.7235   -27220.3646   -27220.3646    -6023.3936   -26111.3124   -26421.5310   -26421.5310   -27141.6593   -27141.6593    -1989.9847    -1989.9847    -1989.9847    -1989.9847   -14888.6636   -15659.4592   -27234.0137   -27097.9856 
         8   -27137.6534   -24120.1584   -27259.3919     -538.9498   -25511.3502   -15176.0550   -21684.1779   -25578.9700   -26969.1604   -27004.7725   -27247.3217   -27247.3217    -6023.3936   -27266.3492   -26471.9692   -26475.7498   -27251.5959   -27251.8623    -2524.1858    -1989.9847    -2297.8079    -1989.9847   -22513.1333   -22648.8380   -27277.4739   -27238.1157 
        16   -27138.0264   -24120.1584   -27259.3919     -961.9443   -25556.9330   -20009.3720   -21684.1779   -27255.9103   -26978.0106   -27240.9561   -27283.5749   -27284.9955    -6023.3936   -27272.4893   -26527.4582   -26788.3541   -27278.2273   -27278.2273    -4529.8173    -2997.1393    -4869.3057    -4092.6694   -25737.2332   -26551.3965   -27290.2046   -27275.9279 
        32   -27138.0264   -24120.1584   -27259.3919    -1750.8924   -25556.9330   -25155.1859   -21684.1779   -27255.9103   -26978.0106   -27269.9187   -27289.7095   -27291.1302    -6023.3936   -27272.4893   -26527.4582   -27233.7300   -27279.8417   -27279.8417   -11417.9456    -7211.7448    -9202.5541    -8278.4198   -26851.5277   -27279.2101   -27291.1302   -27279.4911 
        64   -27138.0264   -24120.1584   -27259.3919    -5349.1431   -25556.9330   -25243.7618   -21684.1779   -27255.9103   -26978.0106   -27269.9187   -27289.8455   -27291.2662    -6023.3936   -27272.4893   -26527.4582   -27233.7300   -27280.2671   -27282.1793   -17914.0453   -14187.7851   -16445.3647   -15279.5619   -27257.3626   -27290.3851   -27291.2662   -27281.8773 
