      time        CGC         HC     HC-CGC    ogm-ICM     ogm-KL   ogm-LF-1 DYNCC-HC-B DYNCC-HC-B-CGC DYNCC-HC-CGC DYNCC-HC-CGC-CGC DYNCC-HC-MC DYNCC-HC-MC-CGC DYNCC-WS-B DYNCC-WS-B-CGC DYNCC-WS-CGC DYNCC-WS-CGC-CGC DYNCC-WS-MC DYNCC-WS-MC-CGC     MCR-CC  MCR-CCFDB MCR-CCFDB-OWC MCI-CCFDB-CCIFD    MCI-CCI  MCI-CCIFD ogm-mcfusiondc-HC-MC-CGCF* ogm-mcfusiondc-WS-MC-CGCF* 
     0.125        0.0000        0.0000        0.0000        0.0000    -4892.3590        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590        0.0000        0.0000 
      0.25        0.0000   -67700.0121   -67700.0121        0.0000    -4892.3590        0.0000   -41838.4130   -36191.5857   -32399.1851   -41856.8116    -8090.7091    -8090.7091        0.0000        0.0000   -24680.4241   -24680.4241        0.0000        0.0000    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590        0.0000        0.0000 
       0.5        0.0000   -67700.0121   -70199.4317        0.0000    -4892.3590        0.0000   -52222.9155   -45491.1191   -65546.7878   -65546.7878    -8090.7091    -8090.7091      -69.9805        0.0000   -54511.0085   -54511.0085        0.0000        0.0000    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -9563.5246        0.0000 
         1        0.0000   -67700.0121   -74434.0055        0.0000    -4892.3590        0.0000   -53844.7431   -47947.4599   -70975.0158   -70887.0759   -66964.9191   -66964.9191     -597.3215        0.0000   -63936.9561   -63936.9561        0.0000        0.0000    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -66964.9191        0.0000 
         2        0.0000   -67700.0121   -74476.5983        0.0000    -4892.3590        0.0000   -55072.2516   -49171.1471   -72771.0919   -72151.9727   -70466.1923   -71587.5820     -666.3223        0.0000   -68687.1762   -67857.1009    -9248.1722        0.0000    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -67795.3466        0.0000 
         4        0.0000   -67700.0121   -74805.8899        0.0000    -4892.3590        0.0000   -55608.3980   -49596.4561   -75507.9648   -75507.9648   -77397.7733   -77464.9550     -666.3223        0.0000   -72784.5360   -72784.5360   -56375.0717   -56375.0717    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -76183.3221        0.0000 
         8        0.0000   -67700.0121   -75558.0889        0.0000    -4892.3590        0.0000   -56116.3797   -49947.0641   -75789.9301   -75789.9301   -78092.0192   -78092.0192     -666.3223    -9641.1585   -74064.9825   -74064.9825   -71457.4005   -70222.5823    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -77937.3055   -24636.6531 
        16    -9894.4228   -67700.0121   -77073.5132        0.0000    -4892.3590        0.0000   -56539.4732   -50868.0736   -76297.5867   -76286.2260   -78294.0705   -78295.1651     -666.3223    -9876.7927   -74322.7902   -74291.0556   -77702.5504   -77548.9645    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -78228.0417   -65206.4911 
        32   -62680.4539   -67700.0121   -78160.6782        0.0000    -4892.3590        0.0000   -56955.6022   -55408.8346   -76528.4866   -76528.4866   -78378.8253   -78379.1388     -666.3223   -35149.4152   -74521.3050   -74521.3050   -78183.9313   -78183.9313    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -12426.0228    -7658.4036   -78311.0892   -74306.9658 
        64   -77603.6083   -67700.0121   -78308.4677        0.0000   -72145.2289        0.0000   -56955.6022   -64884.2301   -76664.8584   -76819.4741   -78398.5783   -78398.5783     -666.3223   -66039.4610   -74794.1503   -74794.1503   -78346.0222   -78344.2526    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -22888.0498   -19495.4711   -78386.9378   -77817.7966 
       128   -78233.5500   -67700.0121   -78312.6388        0.0000   -73124.5040        0.0000   -56955.6022   -68671.5847   -76699.7857   -78079.6654   -78406.3844   -78432.0025     -666.3223   -78258.9022   -74893.7211   -75830.1765   -78413.6257   -78413.6257    -4892.3590    -4892.3590    -4892.3590    -4892.3590   -42251.5881   -31546.8879   -78399.3094   -78228.4873 
       256   -78234.0999   -67700.0121   -78312.6388        0.0000   -73188.8217        0.0000   -56955.6022   -78338.1564   -76699.7857   -78328.2069   -78413.6286   -78449.9607     -666.3223   -78262.7007   -74893.7211   -78318.4196   -78420.3157   -78420.4416   -12885.3169   -10553.3421   -10553.3421   -10553.3421   -71748.1601   -71929.8704   -78442.9394   -78362.7688 
       512   -78234.0999   -67700.0121   -78312.6388        0.0000   -73188.8217   -72479.5966   -56955.6022   -78338.1564   -76699.7857   -78328.2069   -78413.6286   -78449.9607     -666.3223   -78262.7007   -74893.7211   -78318.7740   -78448.2956   -78448.4574   -22105.5037   -21100.3659   -19522.9046   -21100.5447   -78166.2707   -78390.5624   -78449.9607   -78416.8175 
      1024   -78234.0999   -67700.0121   -78312.6388   -72464.5367   -73188.8217   -72479.5966   -56955.6022   -78338.1564   -76699.7857   -78328.2069   -78413.6286   -78449.9607     -666.3223   -78262.7007   -74893.7211   -78318.7740   -78448.2956   -78448.4574   -44765.1976   -40249.0102   -39930.8702   -40905.2725   -78335.0726   -78390.5624   -78449.9607   -78431.2056 
      2048   -78234.0999   -67700.0121   -78312.6388   -72464.5367   -73188.8217   -72479.5966   -56955.6022   -78338.1564   -76699.7857   -78328.2069   -78413.6286   -78449.9607     -666.3223   -78262.7007   -74893.7211   -78318.7740   -78448.2956   -78448.4574   -59663.0948   -63464.9727   -64665.1292   -65987.5815   -78378.8332   -78412.2700   -78449.9607   -78448.4574 
      4096   -78234.0999   -67700.0121   -78312.6388   -72464.5367   -73188.8217   -72479.5966   -56955.6022   -78338.1564   -76699.7857   -78328.2069   -78413.6286   -78449.9607     -666.3223   -78262.7007   -74893.7211   -78318.7740   -78448.2956   -78448.4574   -59663.0948   -63464.9727   -64665.1292   -65987.5815   -78378.8332   -78412.2700   -78449.9607   -78448.4574 
