      time        CGC         HC     HC-CGC    ogm-ICM     ogm-KL   ogm-LF-1 DYNCC-HC-B DYNCC-HC-B-CGC DYNCC-HC-CGC DYNCC-HC-CGC-CGC DYNCC-HC-MC DYNCC-HC-MC-CGC DYNCC-WS-B DYNCC-WS-B-CGC DYNCC-WS-CGC DYNCC-WS-CGC-CGC DYNCC-WS-MC DYNCC-WS-MC-CGC     MCR-CC  MCR-CCFDB MCR-CCFDB-OWC MCI-CCFDB-CCIFD    MCI-CCI  MCI-CCIFD ogm-mcfusiondc-HC-MC-CGCF* ogm-mcfusiondc-WS-MC-CGCF* 
     0.125    -4566.4051    -3913.5991    -4566.6579     -886.4929    -4428.4315    -2134.4140    -3956.6350    -3956.6350    -4553.6376    -4553.6376    -4543.5354    -4543.5354    -2224.1471    -2924.8860    -4545.3119    -4545.3119    -4364.3124    -4351.6893    -1845.7540    -1986.5195    -1986.5195    -1986.5195    -3366.2415    -3369.9310    -4538.6288    -4273.6988 
      0.25    -4566.4119    -3913.5991    -4566.6579    -1508.1773    -4431.6652    -3430.8650    -3982.1898    -3982.1898    -4555.1623    -4555.1623    -4556.6583    -4556.6583    -2224.1471    -4077.8803    -4547.1030    -4547.1030    -4533.2554    -4532.2606    -2677.9157    -3115.2987    -3115.2987    -3115.2987    -3945.1732    -4083.0807    -4549.7851    -4538.9393 
       0.5    -4566.4119    -3913.5991    -4566.6579    -2665.6333    -4431.6652    -4051.4766    -4012.8808    -4359.4949    -4558.0789    -4558.0789    -4558.9768    -4558.9768    -2224.1471    -4373.8577    -4547.5951    -4559.4684    -4553.8158    -4553.8158    -4226.9468    -4072.4847    -3985.2821    -4079.2911    -4392.4943    -4487.8345    -4557.4739    -4551.8773 
         1    -4566.4119    -3913.5991    -4566.6579    -3784.2579    -4431.6652    -4179.3034    -4012.8808    -4570.9800    -4558.7891    -4570.6502    -4559.9605    -4559.9605    -2224.1471    -4373.8577    -4547.5951    -4570.8757    -4558.5304    -4558.5304    -4473.4081    -4507.2187    -4509.1476    -4509.9620    -4548.3085    -4571.6880    -4559.8431    -4558.4829 
         2    -4566.4119    -3913.5991    -4566.6579    -4146.6203    -4431.6652    -4179.3034    -4012.8808    -4570.9800    -4558.7891    -4571.4908    -4559.9605    -4559.9605    -2224.1471    -4373.8577    -4547.5951    -4570.8757    -4559.3058    -4559.3058    -4568.7454    -4568.9447    -4570.8736    -4571.6880    -4571.6880    -4571.6880    -4559.9605    -4559.8214 
         4    -4566.4119    -3913.5991    -4566.6579    -4179.3034    -4431.6652    -4179.3034    -4012.8808    -4570.9800    -4558.7891    -4571.4908    -4559.9605    -4571.6880    -2224.1471    -4373.8577    -4547.5951    -4570.8757    -4559.9605    -4560.5531    -4568.8982    -4568.9447    -4570.8736    -4571.6880    -4571.6880    -4571.6880    -4571.6880    -4571.6880 
         8    -4566.4119    -3913.5991    -4566.6579    -4179.3034    -4431.6652    -4179.3034    -4012.8808    -4570.9800    -4558.7891    -4571.4908    -4559.9605    -4571.6880    -2224.1471    -4373.8577    -4547.5951    -4570.8757    -4559.9605    -4571.6880    -4568.8982    -4568.9447    -4570.8736    -4571.6880    -4571.6880    -4571.6880    -4571.6880    -4571.6880 
        16    -4566.4119    -3913.5991    -4566.6579    -4179.3034    -4431.6652    -4179.3034    -4012.8808    -4570.9800    -4558.7891    -4571.4908    -4559.9605    -4571.6880    -2224.1471    -4373.8577    -4547.5951    -4570.8757    -4559.9605    -4571.6880    -4568.8982    -4568.9447    -4570.8736    -4571.6880    -4571.6880    -4571.6880    -4571.6880    -4571.6880 
        32    -4566.4119    -3913.5991    -4566.6579    -4179.3034    -4431.6652    -4179.3034    -4012.8808    -4570.9800    -4558.7891    -4571.4908    -4559.9605    -4571.6880    -2224.1471    -4373.8577    -4547.5951    -4570.8757    -4559.9605    -4571.6880    -4568.8982    -4568.9447    -4570.8736    -4571.6880    -4571.6880    -4571.6880    -4571.6880    -4571.6880 
        64    -4566.4119    -3913.5991    -4566.6579    -4179.3034    -4431.6652    -4179.3034    -4012.8808    -4570.9800    -4558.7891    -4571.4908    -4559.9605    -4571.6880    -2224.1471    -4373.8577    -4547.5951    -4570.8757    -4559.9605    -4571.6880    -4568.8982    -4568.9447    -4570.8736    -4571.6880    -4571.6880    -4571.6880    -4571.6880    -4571.6880 
