      time        CGC         HC     HC-CGC    ogm-ICM     ogm-KL   ogm-LF-1 DYNCC-HC-B DYNCC-HC-B-CGC DYNCC-HC-CGC DYNCC-HC-CGC-CGC DYNCC-HC-MC DYNCC-HC-MC-CGC DYNCC-WS-B DYNCC-WS-B-CGC DYNCC-WS-CGC DYNCC-WS-CGC-CGC DYNCC-WS-MC DYNCC-WS-MC-CGC     MCR-CC  MCR-CCFDB MCR-CCFDB-OWC MCI-CCFDB-CCIFD    MCI-CCI  MCI-CCIFD 
     0.125       -0.3049       -0.2270       -0.4336        0.0000       -0.4860        0.0000       -0.0620       -0.1521       -0.3701       -0.3907       -0.1928       -0.1928       -0.0602       -0.2778       -0.3807       -0.3807       -0.1676       -0.1676       -0.0713       -0.0700       -0.0700       -0.1073       -0.0665       -0.0700 
      0.25       -0.3943       -0.2270       -0.4522        0.0000       -0.4860        0.0000       -0.0729       -0.1630       -0.4283       -0.4240       -0.2666       -0.2666       -0.0634       -0.3777       -0.4030       -0.4073       -0.2058       -0.2113       -0.1316       -0.1377       -0.1377       -0.1529       -0.0700       -0.0700 
       0.5       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.2989       -0.4498       -0.4479       -0.2875       -0.2884       -0.0634       -0.4366       -0.4130       -0.4173       -0.2820       -0.2901       -0.1963       -0.2493       -0.2493       -0.2490       -0.0700       -0.1581 
         1       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4509       -0.4616       -0.2944       -0.2944       -0.0634       -0.4497       -0.4170       -0.4316       -0.3307       -0.3371       -0.2492       -0.2493       -0.2493       -0.2514       -0.1518       -0.1633 
         2       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4533       -0.4638       -0.2945       -0.3051       -0.0634       -0.4497       -0.4255       -0.4408       -0.3456       -0.3561       -0.2492       -0.3232       -0.3253       -0.3164       -0.2244       -0.2970 
         4       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.3555       -0.3661       -0.0634       -0.4497       -0.4255       -0.4430       -0.3479       -0.3584       -0.2501       -0.3473       -0.3588       -0.4176       -0.3072       -0.3363 
         8       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4216       -0.4329       -0.0634       -0.4497       -0.4255       -0.4430       -0.4001       -0.4106       -0.2501       -0.4640       -0.4661       -0.4471       -0.3994       -0.3435 
        16       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4274       -0.4387       -0.0634       -0.4497       -0.4255       -0.4430       -0.4195       -0.4300       -0.2514       -0.4640       -0.4679       -0.4489       -0.4133       -0.3521 
        32       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4309       -0.4422       -0.0634       -0.4497       -0.4255       -0.4430       -0.4210       -0.4315       -0.4187       -0.4640       -0.4685       -0.4489       -0.4279       -0.3521 
        64       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4553       -0.4666       -0.0634       -0.4497       -0.4255       -0.4430       -0.4419       -0.4524       -0.4608       -0.4640       -0.4685       -0.4489       -0.4279       -0.3521 
       128       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4558       -0.4671       -0.0634       -0.4497       -0.4255       -0.4430       -0.4419       -0.4524       -0.4608       -0.4640       -0.4685       -0.4489       -0.4279       -0.3521 
       256       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4558       -0.4671       -0.0634       -0.4497       -0.4255       -0.4430       -0.4419       -0.4524       -0.4608       -0.4640       -0.4685       -0.4489       -0.4279       -0.3685 
       512       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4558       -0.4671       -0.0634       -0.4497       -0.4255       -0.4430       -0.4419       -0.4524       -0.4608       -0.4640       -0.4685       -0.4489       -0.4279       -0.3685 
      1024       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4558       -0.4671       -0.0634       -0.4497       -0.4255       -0.4430       -0.4419       -0.4524       -0.4608       -0.4640       -0.4685       -0.4489       -0.4279       -0.3685 
      2048       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4558       -0.4671       -0.0634       -0.4497       -0.4255       -0.4430       -0.4419       -0.4524       -0.4608       -0.4640       -0.4685       -0.4489       -0.4312       -0.4353 
      4096       -0.4482       -0.2270       -0.4611        0.0000       -0.4860        0.0000       -0.0747       -0.4471       -0.4542       -0.4652       -0.4558       -0.4671       -0.0634       -0.4497       -0.4255       -0.4430       -0.4419       -0.4524       -0.4608       -0.4640       -0.4685       -0.4489       -0.4312       -0.4353 
